File,codigo_reh_1.100.0.26034.txt,vscode_reh_1.107.0-exploration.txt,vscode_reh_1.108.2.txt,vscode_reh_1.109.0-insider.txt,vscodium_reh_1.108.20787.txt
node_modules/lodash-es/_listCacheSet.js,Y,,,,
node_modules/lodash-es/_mapCacheClear.js,Y,,,,
node_modules/lodash-es/_mapCacheDelete.js,Y,,,,
node_modules/lodash-es/_mapCacheGet.js,Y,,,,
node_modules/lodash-es/_mapCacheHas.js,Y,,,,
node_modules/lodash-es/_mapCacheSet.js,Y,,,,
node_modules/lodash-es/_mapToArray.js,Y,,,,
node_modules/lodash-es/_matchesStrictComparable.js,Y,,,,
node_modules/lodash-es/_memoizeCapped.js,Y,,,,
node_modules/lodash-es/_mergeData.js,Y,,,,
node_modules/lodash-es/_metaMap.js,Y,,,,
node_modules/lodash-es/_nativeCreate.js,Y,,,,
node_modules/lodash-es/_nativeKeys.js,Y,,,,
node_modules/lodash-es/_nativeKeysIn.js,Y,,,,
node_modules/lodash-es/_nodeUtil.js,Y,,,,
node_modules/lodash-es/_objectToString.js,Y,,,,
node_modules/lodash-es/_overArg.js,Y,,,,
node_modules/lodash-es/_overRest.js,Y,,,,
node_modules/lodash-es/_parent.js,Y,,,,
node_modules/lodash-es/_reEscape.js,Y,,,,
node_modules/lodash-es/_reEvaluate.js,Y,,,,
node_modules/lodash-es/_reInterpolate.js,Y,,,,
node_modules/lodash-es/_realNames.js,Y,,,,
node_modules/lodash-es/_reorder.js,Y,,,,
node_modules/lodash-es/_replaceHolders.js,Y,,,,
node_modules/lodash-es/_root.js,Y,,,,
node_modules/lodash-es/_safeGet.js,Y,,,,
node_modules/lodash-es/_setCacheAdd.js,Y,,,,
node_modules/lodash-es/_setCacheHas.js,Y,,,,
node_modules/lodash-es/_setData.js,Y,,,,
node_modules/lodash-es/_setToArray.js,Y,,,,
node_modules/lodash-es/_setToPairs.js,Y,,,,
node_modules/lodash-es/_setToString.js,Y,,,,
node_modules/lodash-es/_setWrapToString.js,Y,,,,
node_modules/lodash-es/_shortOut.js,Y,,,,
node_modules/lodash-es/_shuffleSelf.js,Y,,,,
node_modules/lodash-es/_stackClear.js,Y,,,,
node_modules/lodash-es/_stackDelete.js,Y,,,,
node_modules/lodash-es/_stackGet.js,Y,,,,
node_modules/lodash-es/_stackHas.js,Y,,,,
node_modules/lodash-es/_stackSet.js,Y,,,,
node_modules/lodash-es/_strictIndexOf.js,Y,,,,
node_modules/lodash-es/_strictLastIndexOf.js,Y,,,,
node_modules/lodash-es/_stringSize.js,Y,,,,
node_modules/lodash-es/_stringToArray.js,Y,,,,
node_modules/lodash-es/_stringToPath.js,Y,,,,
node_modules/lodash-es/_toKey.js,Y,,,,
node_modules/lodash-es/_toSource.js,Y,,,,
node_modules/lodash-es/_trimmedEndIndex.js,Y,,,,
node_modules/lodash-es/_unescapeHtmlChar.js,Y,,,,
node_modules/lodash-es/_unicodeSize.js,Y,,,,
node_modules/lodash-es/_unicodeToArray.js,Y,,,,
node_modules/lodash-es/_unicodeWords.js,Y,,,,
node_modules/lodash-es/_updateWrapDetails.js,Y,,,,
node_modules/lodash-es/_wrapperClone.js,Y,,,,
node_modules/lodash-es/add.js,Y,,,,
node_modules/lodash-es/after.js,Y,,,,
node_modules/lodash-es/array.default.js,Y,,,,
node_modules/lodash-es/array.js,Y,,,,
node_modules/lodash-es/ary.js,Y,,,,
node_modules/lodash-es/assign.js,Y,,,,
node_modules/lodash-es/assignIn.js,Y,,,,
node_modules/lodash-es/assignInWith.js,Y,,,,
node_modules/lodash-es/assignWith.js,Y,,,,
node_modules/lodash-es/at.js,Y,,,,
node_modules/lodash-es/attempt.js,Y,,,,
node_modules/lodash-es/before.js,Y,,,,
node_modules/lodash-es/bind.js,Y,,,,
node_modules/lodash-es/bindAll.js,Y,,,,
node_modules/lodash-es/bindKey.js,Y,,,,
node_modules/lodash-es/camelCase.js,Y,,,,
node_modules/lodash-es/capitalize.js,Y,,,,
node_modules/lodash-es/castArray.js,Y,,,,
node_modules/lodash-es/ceil.js,Y,,,,
node_modules/lodash-es/chain.js,Y,,,,
node_modules/lodash-es/chunk.js,Y,,,,
node_modules/lodash-es/clamp.js,Y,,,,
node_modules/lodash-es/clone.js,Y,,,,
node_modules/lodash-es/cloneDeep.js,Y,,,,
node_modules/lodash-es/cloneDeepWith.js,Y,,,,
node_modules/lodash-es/cloneWith.js,Y,,,,
node_modules/lodash-es/collection.default.js,Y,,,,
node_modules/lodash-es/collection.js,Y,,,,
node_modules/lodash-es/commit.js,Y,,,,
node_modules/lodash-es/compact.js,Y,,,,
node_modules/lodash-es/concat.js,Y,,,,
node_modules/lodash-es/cond.js,Y,,,,
node_modules/lodash-es/conforms.js,Y,,,,
node_modules/lodash-es/conformsTo.js,Y,,,,
node_modules/lodash-es/constant.js,Y,,,,
node_modules/lodash-es/countBy.js,Y,,,,
node_modules/lodash-es/create.js,Y,,,,
node_modules/lodash-es/curry.js,Y,,,,
node_modules/lodash-es/curryRight.js,Y,,,,
node_modules/lodash-es/date.default.js,Y,,,,
node_modules/lodash-es/date.js,Y,,,,
node_modules/lodash-es/debounce.js,Y,,,,
node_modules/lodash-es/deburr.js,Y,,,,
node_modules/lodash-es/defaultTo.js,Y,,,,
node_modules/lodash-es/defaults.js,Y,,,,
node_modules/lodash-es/defaultsDeep.js,Y,,,,
node_modules/lodash-es/defer.js,Y,,,,
node_modules/lodash-es/delay.js,Y,,,,
node_modules/lodash-es/difference.js,Y,,,,
node_modules/lodash-es/differenceBy.js,Y,,,,
node_modules/lodash-es/differenceWith.js,Y,,,,
node_modules/lodash-es/divide.js,Y,,,,
node_modules/lodash-es/drop.js,Y,,,,
node_modules/lodash-es/dropRight.js,Y,,,,
node_modules/lodash-es/dropRightWhile.js,Y,,,,
node_modules/lodash-es/dropWhile.js,Y,,,,
node_modules/lodash-es/each.js,Y,,,,
node_modules/lodash-es/eachRight.js,Y,,,,
node_modules/lodash-es/endsWith.js,Y,,,,
node_modules/lodash-es/entries.js,Y,,,,
node_modules/lodash-es/entriesIn.js,Y,,,,
node_modules/lodash-es/eq.js,Y,,,,
node_modules/lodash-es/escape.js,Y,,,,
node_modules/lodash-es/escapeRegExp.js,Y,,,,
node_modules/lodash-es/every.js,Y,,,,
node_modules/lodash-es/extend.js,Y,,,,
node_modules/lodash-es/extendWith.js,Y,,,,
node_modules/lodash-es/fill.js,Y,,,,
node_modules/lodash-es/filter.js,Y,,,,
node_modules/lodash-es/find.js,Y,,,,
node_modules/lodash-es/findIndex.js,Y,,,,
node_modules/lodash-es/findKey.js,Y,,,,
node_modules/lodash-es/findLast.js,Y,,,,
node_modules/lodash-es/findLastIndex.js,Y,,,,
node_modules/lodash-es/findLastKey.js,Y,,,,
node_modules/lodash-es/first.js,Y,,,,
node_modules/lodash-es/flatMap.js,Y,,,,
node_modules/lodash-es/flatMapDeep.js,Y,,,,
node_modules/lodash-es/flatMapDepth.js,Y,,,,
node_modules/lodash-es/flatten.js,Y,,,,
node_modules/lodash-es/flattenDeep.js,Y,,,,
node_modules/lodash-es/flattenDepth.js,Y,,,,
node_modules/lodash-es/flip.js,Y,,,,
node_modules/lodash-es/floor.js,Y,,,,
node_modules/lodash-es/flow.js,Y,,,,
node_modules/lodash-es/flowRight.js,Y,,,,
node_modules/lodash-es/forEach.js,Y,,,,
node_modules/lodash-es/forEachRight.js,Y,,,,
node_modules/lodash-es/forIn.js,Y,,,,
node_modules/lodash-es/forInRight.js,Y,,,,
node_modules/lodash-es/forOwn.js,Y,,,,
node_modules/lodash-es/forOwnRight.js,Y,,,,
node_modules/lodash-es/fromPairs.js,Y,,,,
node_modules/lodash-es/function.default.js,Y,,,,
node_modules/lodash-es/function.js,Y,,,,
node_modules/lodash-es/functions.js,Y,,,,
node_modules/lodash-es/functionsIn.js,Y,,,,
node_modules/lodash-es/get.js,Y,,,,
node_modules/lodash-es/groupBy.js,Y,,,,
node_modules/lodash-es/gt.js,Y,,,,
node_modules/lodash-es/gte.js,Y,,,,
node_modules/lodash-es/has.js,Y,,,,
node_modules/lodash-es/hasIn.js,Y,,,,
node_modules/lodash-es/head.js,Y,,,,
node_modules/lodash-es/identity.js,Y,,,,
node_modules/lodash-es/inRange.js,Y,,,,
node_modules/lodash-es/includes.js,Y,,,,
node_modules/lodash-es/indexOf.js,Y,,,,
node_modules/lodash-es/initial.js,Y,,,,
node_modules/lodash-es/intersection.js,Y,,,,
node_modules/lodash-es/intersectionBy.js,Y,,,,
node_modules/lodash-es/intersectionWith.js,Y,,,,
node_modules/lodash-es/invert.js,Y,,,,
node_modules/lodash-es/invertBy.js,Y,,,,
node_modules/lodash-es/invoke.js,Y,,,,
node_modules/lodash-es/invokeMap.js,Y,,,,
node_modules/lodash-es/isArguments.js,Y,,,,
node_modules/lodash-es/isArray.js,Y,,,,
node_modules/lodash-es/isArrayBuffer.js,Y,,,,
node_modules/lodash-es/isArrayLike.js,Y,,,,
node_modules/lodash-es/isArrayLikeObject.js,Y,,,,
node_modules/lodash-es/isBoolean.js,Y,,,,
node_modules/lodash-es/isBuffer.js,Y,,,,
node_modules/lodash-es/isDate.js,Y,,,,
node_modules/lodash-es/isElement.js,Y,,,,
node_modules/lodash-es/isEmpty.js,Y,,,,
node_modules/lodash-es/isEqual.js,Y,,,,
node_modules/lodash-es/isEqualWith.js,Y,,,,
node_modules/lodash-es/isError.js,Y,,,,
node_modules/lodash-es/isFinite.js,Y,,,,
node_modules/lodash-es/isFunction.js,Y,,,,
node_modules/lodash-es/isInteger.js,Y,,,,
node_modules/lodash-es/isLength.js,Y,,,,
node_modules/lodash-es/isMap.js,Y,,,,
node_modules/lodash-es/isMatch.js,Y,,,,
node_modules/lodash-es/isMatchWith.js,Y,,,,
node_modules/lodash-es/isNaN.js,Y,,,,
node_modules/lodash-es/isNative.js,Y,,,,
node_modules/lodash-es/isNil.js,Y,,,,
node_modules/lodash-es/isNull.js,Y,,,,
node_modules/lodash-es/isNumber.js,Y,,,,
node_modules/lodash-es/isObject.js,Y,,,,
node_modules/lodash-es/isObjectLike.js,Y,,,,
node_modules/lodash-es/isPlainObject.js,Y,,,,
node_modules/lodash-es/isRegExp.js,Y,,,,
node_modules/lodash-es/isSafeInteger.js,Y,,,,
node_modules/lodash-es/isSet.js,Y,,,,
node_modules/lodash-es/isString.js,Y,,,,
node_modules/lodash-es/isSymbol.js,Y,,,,
node_modules/lodash-es/isTypedArray.js,Y,,,,
node_modules/lodash-es/isUndefined.js,Y,,,,
node_modules/lodash-es/isWeakMap.js,Y,,,,
node_modules/lodash-es/isWeakSet.js,Y,,,,
node_modules/lodash-es/iteratee.js,Y,,,,
node_modules/lodash-es/join.js,Y,,,,
node_modules/lodash-es/kebabCase.js,Y,,,,
node_modules/lodash-es/keyBy.js,Y,,,,
node_modules/lodash-es/keys.js,Y,,,,
node_modules/lodash-es/keysIn.js,Y,,,,
node_modules/lodash-es/lang.default.js,Y,,,,
node_modules/lodash-es/lang.js,Y,,,,
node_modules/lodash-es/last.js,Y,,,,
node_modules/lodash-es/lastIndexOf.js,Y,,,,
node_modules/lodash-es/lodash.default.js,Y,,,,
node_modules/lodash-es/lodash.js,Y,,,,
node_modules/lodash-es/lowerCase.js,Y,,,,
node_modules/lodash-es/lowerFirst.js,Y,,,,
node_modules/lodash-es/lt.js,Y,,,,
node_modules/lodash-es/lte.js,Y,,,,
node_modules/lodash-es/map.js,Y,,,,
node_modules/lodash-es/mapKeys.js,Y,,,,
node_modules/lodash-es/mapValues.js,Y,,,,
node_modules/lodash-es/matches.js,Y,,,,
node_modules/lodash-es/matchesProperty.js,Y,,,,
node_modules/lodash-es/math.default.js,Y,,,,
node_modules/lodash-es/math.js,Y,,,,
node_modules/lodash-es/max.js,Y,,,,
node_modules/lodash-es/maxBy.js,Y,,,,
node_modules/lodash-es/mean.js,Y,,,,
node_modules/lodash-es/meanBy.js,Y,,,,
node_modules/lodash-es/memoize.js,Y,,,,
node_modules/lodash-es/merge.js,Y,,,,
node_modules/lodash-es/mergeWith.js,Y,,,,
node_modules/lodash-es/method.js,Y,,,,
node_modules/lodash-es/methodOf.js,Y,,,,
node_modules/lodash-es/min.js,Y,,,,
node_modules/lodash-es/minBy.js,Y,,,,
node_modules/lodash-es/mixin.js,Y,,,,
node_modules/lodash-es/multiply.js,Y,,,,
node_modules/lodash-es/negate.js,Y,,,,
node_modules/lodash-es/next.js,Y,,,,
node_modules/lodash-es/noop.js,Y,,,,
node_modules/lodash-es/now.js,Y,,,,
node_modules/lodash-es/nth.js,Y,,,,
node_modules/lodash-es/nthArg.js,Y,,,,
node_modules/lodash-es/number.default.js,Y,,,,
node_modules/lodash-es/number.js,Y,,,,
node_modules/lodash-es/object.default.js,Y,,,,
node_modules/lodash-es/object.js,Y,,,,
node_modules/lodash-es/omit.js,Y,,,,
node_modules/lodash-es/omitBy.js,Y,,,,
node_modules/lodash-es/once.js,Y,,,,
node_modules/lodash-es/orderBy.js,Y,,,,
node_modules/lodash-es/over.js,Y,,,,
node_modules/lodash-es/overArgs.js,Y,,,,
node_modules/lodash-es/overEvery.js,Y,,,,
node_modules/lodash-es/overSome.js,Y,,,,
node_modules/lodash-es/package.json,Y,,,,
node_modules/lodash-es/pad.js,Y,,,,
node_modules/lodash-es/padEnd.js,Y,,,,
node_modules/lodash-es/padStart.js,Y,,,,
node_modules/lodash-es/parseInt.js,Y,,,,
node_modules/lodash-es/partial.js,Y,,,,
node_modules/lodash-es/partialRight.js,Y,,,,
node_modules/lodash-es/partition.js,Y,,,,
node_modules/lodash-es/pick.js,Y,,,,
node_modules/lodash-es/pickBy.js,Y,,,,
node_modules/lodash-es/plant.js,Y,,,,
node_modules/lodash-es/property.js,Y,,,,
node_modules/lodash-es/propertyOf.js,Y,,,,
node_modules/lodash-es/pull.js,Y,,,,
node_modules/lodash-es/pullAll.js,Y,,,,
node_modules/lodash-es/pullAllBy.js,Y,,,,
node_modules/lodash-es/pullAllWith.js,Y,,,,
node_modules/lodash-es/pullAt.js,Y,,,,
node_modules/lodash-es/random.js,Y,,,,
node_modules/lodash-es/range.js,Y,,,,
node_modules/lodash-es/rangeRight.js,Y,,,,
node_modules/lodash-es/rearg.js,Y,,,,
node_modules/lodash-es/reduce.js,Y,,,,
node_modules/lodash-es/reduceRight.js,Y,,,,
node_modules/lodash-es/reject.js,Y,,,,
node_modules/lodash-es/remove.js,Y,,,,
node_modules/lodash-es/repeat.js,Y,,,,
node_modules/lodash-es/replace.js,Y,,,,
node_modules/lodash-es/rest.js,Y,,,,
node_modules/lodash-es/result.js,Y,,,,
node_modules/lodash-es/reverse.js,Y,,,,
node_modules/lodash-es/round.js,Y,,,,
node_modules/lodash-es/sample.js,Y,,,,
node_modules/lodash-es/sampleSize.js,Y,,,,
node_modules/lodash-es/seq.default.js,Y,,,,
node_modules/lodash-es/seq.js,Y,,,,
node_modules/lodash-es/set.js,Y,,,,
node_modules/lodash-es/setWith.js,Y,,,,
node_modules/lodash-es/shuffle.js,Y,,,,
node_modules/lodash-es/size.js,Y,,,,
node_modules/lodash-es/slice.js,Y,,,,
node_modules/lodash-es/snakeCase.js,Y,,,,
node_modules/lodash-es/some.js,Y,,,,
node_modules/lodash-es/sortBy.js,Y,,,,
node_modules/lodash-es/sortedIndex.js,Y,,,,
node_modules/lodash-es/sortedIndexBy.js,Y,,,,
node_modules/lodash-es/sortedIndexOf.js,Y,,,,
node_modules/lodash-es/sortedLastIndex.js,Y,,,,
node_modules/lodash-es/sortedLastIndexBy.js,Y,,,,
node_modules/lodash-es/sortedLastIndexOf.js,Y,,,,
node_modules/lodash-es/sortedUniq.js,Y,,,,
node_modules/lodash-es/sortedUniqBy.js,Y,,,,
node_modules/lodash-es/split.js,Y,,,,
node_modules/lodash-es/spread.js,Y,,,,
node_modules/lodash-es/startCase.js,Y,,,,
node_modules/lodash-es/startsWith.js,Y,,,,
node_modules/lodash-es/string.default.js,Y,,,,
node_modules/lodash-es/string.js,Y,,,,
node_modules/lodash-es/stubArray.js,Y,,,,
node_modules/lodash-es/stubFalse.js,Y,,,,
node_modules/lodash-es/stubObject.js,Y,,,,
node_modules/lodash-es/stubString.js,Y,,,,
node_modules/lodash-es/stubTrue.js,Y,,,,
node_modules/lodash-es/subtract.js,Y,,,,
node_modules/lodash-es/sum.js,Y,,,,
node_modules/lodash-es/sumBy.js,Y,,,,
node_modules/lodash-es/tail.js,Y,,,,
node_modules/lodash-es/take.js,Y,,,,
node_modules/lodash-es/takeRight.js,Y,,,,
node_modules/lodash-es/takeRightWhile.js,Y,,,,
node_modules/lodash-es/takeWhile.js,Y,,,,
node_modules/lodash-es/tap.js,Y,,,,
node_modules/lodash-es/template.js,Y,,,,
node_modules/lodash-es/templateSettings.js,Y,,,,
node_modules/lodash-es/throttle.js,Y,,,,
node_modules/lodash-es/thru.js,Y,,,,
node_modules/lodash-es/times.js,Y,,,,
node_modules/lodash-es/toArray.js,Y,,,,
node_modules/lodash-es/toFinite.js,Y,,,,
node_modules/lodash-es/toInteger.js,Y,,,,
node_modules/lodash-es/toIterator.js,Y,,,,
node_modules/lodash-es/toJSON.js,Y,,,,
node_modules/lodash-es/toLength.js,Y,,,,
node_modules/lodash-es/toLower.js,Y,,,,
node_modules/lodash-es/toNumber.js,Y,,,,
node_modules/lodash-es/toPairs.js,Y,,,,
node_modules/lodash-es/toPairsIn.js,Y,,,,
node_modules/lodash-es/toPath.js,Y,,,,
node_modules/lodash-es/toPlainObject.js,Y,,,,
node_modules/lodash-es/toSafeInteger.js,Y,,,,
node_modules/lodash-es/toString.js,Y,,,,
node_modules/lodash-es/toUpper.js,Y,,,,
node_modules/lodash-es/transform.js,Y,,,,
node_modules/lodash-es/trim.js,Y,,,,
node_modules/lodash-es/trimEnd.js,Y,,,,
node_modules/lodash-es/trimStart.js,Y,,,,
node_modules/lodash-es/truncate.js,Y,,,,
node_modules/lodash-es/unary.js,Y,,,,
node_modules/lodash-es/unescape.js,Y,,,,
node_modules/lodash-es/union.js,Y,,,,
node_modules/lodash-es/unionBy.js,Y,,,,
node_modules/lodash-es/unionWith.js,Y,,,,
node_modules/lodash-es/uniq.js,Y,,,,
node_modules/lodash-es/uniqBy.js,Y,,,,
node_modules/lodash-es/uniqWith.js,Y,,,,
node_modules/lodash-es/uniqueId.js,Y,,,,
node_modules/lodash-es/unset.js,Y,,,,
node_modules/lodash-es/unzip.js,Y,,,,
node_modules/lodash-es/unzipWith.js,Y,,,,
node_modules/lodash-es/update.js,Y,,,,
node_modules/lodash-es/updateWith.js,Y,,,,
node_modules/lodash-es/upperCase.js,Y,,,,
node_modules/lodash-es/upperFirst.js,Y,,,,
node_modules/lodash-es/util.default.js,Y,,,,
node_modules/lodash-es/util.js,Y,,,,
node_modules/lodash-es/value.js,Y,,,,
node_modules/lodash-es/valueOf.js,Y,,,,
node_modules/lodash-es/values.js,Y,,,,
node_modules/lodash-es/valuesIn.js,Y,,,,
node_modules/lodash-es/without.js,Y,,,,
node_modules/lodash-es/words.js,Y,,,,
node_modules/lodash-es/wrap.js,Y,,,,
node_modules/lodash-es/wrapperAt.js,Y,,,,
node_modules/lodash-es/wrapperChain.js,Y,,,,
node_modules/lodash-es/wrapperLodash.js,Y,,,,
node_modules/lodash-es/wrapperReverse.js,Y,,,,
node_modules/lodash-es/wrapperValue.js,Y,,,,
node_modules/lodash-es/xor.js,Y,,,,
node_modules/lodash-es/xorBy.js,Y,,,,
node_modules/lodash-es/xorWith.js,Y,,,,
node_modules/lodash-es/zip.js,Y,,,,
node_modules/lodash-es/zipObject.js,Y,,,,
node_modules/lodash-es/zipObjectDeep.js,Y,,,,
node_modules/lodash-es/zipWith.js,Y,,,,
node_modules/micromatch/LICENSE,,Y,Y,,Y
node_modules/micromatch/index.js,,Y,Y,,Y
node_modules/micromatch/package.json,,Y,Y,,Y
node_modules/native-watchdog/LICENSE,,Y,Y,,Y
node_modules/native-watchdog/SECURITY.md,,Y,Y,,Y
node_modules/native-watchdog/build/Release/watchdog.node,,Y,Y,,Y
node_modules/native-watchdog/index.js,,Y,Y,,Y
node_modules/native-watchdog/package.json,,Y,Y,,Y
node_modules/picomatch/posix.js,Y,,,Y,
node_modules/promise-stream-reader/LICENSE.md,,Y,,,
node_modules/promise-stream-reader/dist/index.js,,Y,,,
node_modules/promise-stream-reader/package.json,,Y,,,
node_modules/promise-stream-reader/tsconfig.json,,Y,,,
node_modules/promise-stream-reader/tslint.json,,Y,,,
node_modules/shell-quote/LICENSE,Y,,,,
node_modules/shell-quote/index.js,Y,,,,
node_modules/shell-quote/package.json,Y,,,,
node_modules/shell-quote/parse.js,Y,,,,
node_modules/shell-quote/print.py,Y,,,,
node_modules/shell-quote/quote.js,Y,,,,
node_modules/shell-quote/security.md,Y,,,,
node_modules/to-regex-range/LICENSE,,Y,Y,,Y
node_modules/to-regex-range/index.js,,Y,Y,,Y
node_modules/to-regex-range/package.json,,Y,Y,,Y
node_modules/tslib/CopyrightNotice.txt,,,,,Y
node_modules/tslib/LICENSE.txt,,,,,Y
node_modules/tslib/SECURITY.md,,,,,Y
node_modules/tslib/modules/index.js,,,,,Y
node_modules/tslib/modules/package.json,,,,,Y
node_modules/tslib/package.json,,,,,Y
node_modules/tslib/tslib.es6.html,,,,,Y
node_modules/tslib/tslib.es6.js,,,,,Y
node_modules/tslib/tslib.es6.mjs,,,,,Y
node_modules/tslib/tslib.html,,,,,Y
node_modules/tslib/tslib.js,,,,,Y
node_modules/undici/lib/api/util.js,,Y,Y,,Y
node_modules/undici/lib/dispatcher/round-robin-pool.js,Y,,,Y,
node_modules/undici/lib/encoding/index.js,Y,,,Y,
node_modules/undici/lib/handler/deduplication-handler.js,Y,,,Y,
node_modules/undici/lib/interceptor/decompress.js,Y,,,Y,
node_modules/undici/lib/interceptor/deduplicate.js,Y,,,Y,
node_modules/undici/lib/mock/snapshot-agent.js,Y,,,Y,
node_modules/undici/lib/mock/snapshot-recorder.js,Y,,,Y,
node_modules/undici/lib/mock/snapshot-utils.js,Y,,,Y,
node_modules/undici/lib/util/promise.js,Y,,,Y,
node_modules/undici/lib/util/runtime-features.js,Y,,,Y,
node_modules/undici/lib/web/fetch/dispatcher-weakref.js,,Y,Y,,Y
node_modules/undici/lib/web/fetch/webidl.js,,Y,Y,,Y
node_modules/undici/lib/web/infra/index.js,Y,,,Y,
node_modules/undici/lib/web/subresource-integrity/Readme.md,Y,,,Y,
node_modules/undici/lib/web/subresource-integrity/subresource-integrity.js,Y,,,Y,
node_modules/undici/lib/web/webidl/index.js,Y,,,Y,
node_modules/vscode-regexp-languagedetection/dist/index.js,,Y,Y,Y,
node_modules/vscode-regexp-languagedetection/package.json,,Y,Y,Y,
node_modules/vsda/build/Release/vsda.node,,Y,Y,Y,
node_modules/vsda/index.d.ts,,Y,Y,Y,
node_modules/vsda/index.js,,Y,Y,Y,
node_modules/vsda/package.json,,Y,Y,Y,
node_modules/vsda/rust/bundler/vsda.d.ts,,,,Y,
node_modules/vsda/rust/bundler/vsda.js,,,,Y,
node_modules/vsda/rust/web/package.json,,Y,Y,,
node_modules/vsda/rust/web/vsda.d.ts,,Y,Y,Y,
node_modules/vsda/rust/web/vsda.js,,Y,Y,Y,
node_modules/vsda/rust/web/vsda_bg.wasm,,Y,Y,Y,
node_modules/vsda/rust/web/vsda_bg.wasm.d.ts,,Y,Y,Y,
node_modules/zod/LICENSE,Y,,,,
node_modules/zod/index.cjs,Y,,,,
node_modules/zod/index.d.cts,Y,,,,
node_modules/zod/index.js,Y,,,,
node_modules/zod/package.json,Y,,,,
node_modules/zod/v3/ZodError.cjs,Y,,,,
node_modules/zod/v3/ZodError.d.cts,Y,,,,
node_modules/zod/v3/ZodError.js,Y,,,,
node_modules/zod/v3/errors.cjs,Y,,,,
node_modules/zod/v3/errors.d.cts,Y,,,,
node_modules/zod/v3/errors.js,Y,,,,
node_modules/zod/v3/external.cjs,Y,,,,
node_modules/zod/v3/external.d.cts,Y,,,,
node_modules/zod/v3/external.js,Y,,,,
node_modules/zod/v3/helpers/enumUtil.cjs,Y,,,,
node_modules/zod/v3/helpers/enumUtil.d.cts,Y,,,,
node_modules/zod/v3/helpers/enumUtil.js,Y,,,,
node_modules/zod/v3/helpers/errorUtil.cjs,Y,,,,
node_modules/zod/v3/helpers/errorUtil.d.cts,Y,,,,
node_modules/zod/v3/helpers/errorUtil.js,Y,,,,
node_modules/zod/v3/helpers/parseUtil.cjs,Y,,,,
node_modules/zod/v3/helpers/parseUtil.d.cts,Y,,,,
node_modules/zod/v3/helpers/parseUtil.js,Y,,,,
node_modules/zod/v3/helpers/partialUtil.cjs,Y,,,,
node_modules/zod/v3/helpers/partialUtil.d.cts,Y,,,,
node_modules/zod/v3/helpers/partialUtil.js,Y,,,,
node_modules/zod/v3/helpers/typeAliases.cjs,Y,,,,
node_modules/zod/v3/helpers/typeAliases.d.cts,Y,,,,
node_modules/zod/v3/helpers/typeAliases.js,Y,,,,
node_modules/zod/v3/helpers/util.cjs,Y,,,,
node_modules/zod/v3/helpers/util.d.cts,Y,,,,
node_modules/zod/v3/helpers/util.js,Y,,,,
node_modules/zod/v3/index.cjs,Y,,,,
node_modules/zod/v3/index.d.cts,Y,,,,
node_modules/zod/v3/index.js,Y,,,,
node_modules/zod/v3/locales/en.cjs,Y,,,,
node_modules/zod/v3/locales/en.d.cts,Y,,,,
node_modules/zod/v3/locales/en.js,Y,,,,
node_modules/zod/v3/standard-schema.cjs,Y,,,,
node_modules/zod/v3/standard-schema.d.cts,Y,,,,
node_modules/zod/v3/standard-schema.js,Y,,,,
node_modules/zod/v3/types.cjs,Y,,,,
node_modules/zod/v3/types.d.cts,Y,,,,
node_modules/zod/v3/types.js,Y,,,,
node_modules/zod/v4-mini/index.cjs,Y,,,,
node_modules/zod/v4-mini/index.d.cts,Y,,,,
node_modules/zod/v4-mini/index.js,Y,,,,
node_modules/zod/v4/classic/checks.cjs,Y,,,,
node_modules/zod/v4/classic/checks.d.cts,Y,,,,
node_modules/zod/v4/classic/checks.js,Y,,,,
node_modules/zod/v4/classic/coerce.cjs,Y,,,,
node_modules/zod/v4/classic/coerce.d.cts,Y,,,,
node_modules/zod/v4/classic/coerce.js,Y,,,,
node_modules/zod/v4/classic/compat.cjs,Y,,,,
node_modules/zod/v4/classic/compat.d.cts,Y,,,,
node_modules/zod/v4/classic/compat.js,Y,,,,
node_modules/zod/v4/classic/errors.cjs,Y,,,,
node_modules/zod/v4/classic/errors.d.cts,Y,,,,
node_modules/zod/v4/classic/errors.js,Y,,,,
node_modules/zod/v4/classic/external.cjs,Y,,,,
node_modules/zod/v4/classic/external.d.cts,Y,,,,
node_modules/zod/v4/classic/external.js,Y,,,,
node_modules/zod/v4/classic/index.cjs,Y,,,,
node_modules/zod/v4/classic/index.d.cts,Y,,,,
node_modules/zod/v4/classic/index.js,Y,,,,
node_modules/zod/v4/classic/iso.cjs,Y,,,,
node_modules/zod/v4/classic/iso.d.cts,Y,,,,
node_modules/zod/v4/classic/iso.js,Y,,,,
node_modules/zod/v4/classic/parse.cjs,Y,,,,
node_modules/zod/v4/classic/parse.d.cts,Y,,,,
node_modules/zod/v4/classic/parse.js,Y,,,,
node_modules/zod/v4/classic/schemas.cjs,Y,,,,
node_modules/zod/v4/classic/schemas.d.cts,Y,,,,
node_modules/zod/v4/classic/schemas.js,Y,,,,
node_modules/zod/v4/core/api.cjs,Y,,,,
node_modules/zod/v4/core/api.d.cts,Y,,,,
node_modules/zod/v4/core/api.js,Y,,,,
node_modules/zod/v4/core/checks.cjs,Y,,,,
node_modules/zod/v4/core/checks.d.cts,Y,,,,
node_modules/zod/v4/core/checks.js,Y,,,,
node_modules/zod/v4/core/core.cjs,Y,,,,
