File,codigo_web_1.100.0.26245.txt,vscode_web_1.128.0-exploration.txt,vscode_web_1.135.0.txt,vscode_web_1.136.0-insider.txt
extensions/theme-modern-icons/fileicons/images/sbt.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/scala.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/search.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/settings.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/shell.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/slim.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/smarty.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/spring.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/stylelint.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/stylus.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/sublime.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/svelte.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/svg.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/swift.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/terraform.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/tex.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/time_cop.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/todo.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/tsconfig.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/twig.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/typescript.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/vala.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/video.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/vue.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/wasm.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/wat.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/webpack.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/wgt.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/windows.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/word.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/xls.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/xml.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/images/yarn.svg,Y,,Y,Y
extensions/theme-modern-icons/fileicons/vscode-modern-icons-icon-theme.json,Y,,Y,Y
extensions/theme-modern-icons/package.json,Y,,Y,Y
extensions/theme-modern-icons/package.nls.json,Y,,Y,Y
extensions/typescript-language-features/dist/extension.js,,Y,Y,Y
node_modules/@vscode/codicons/scripts/prepare.js,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/arrow-circle-up-sparkle.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/arrow-up-compact.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/book-compact.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/close-small.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/cloud-download-compact.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/cloud-upload-compact.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/copilot-dot-compact.svg,Y,,,Y
node_modules/@vscode/codicons/src/icons/copilot-dot.svg,Y,,,Y
node_modules/@vscode/codicons/src/icons/fish1-happy.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish1-neutral.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish1-sad.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish1-very-sad.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish2-happy.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish2-neutral.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish2-sad.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish2-very-sad.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish3-happy.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish3-neutral.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish3-sad.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish3-very-sad.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish4-happy.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish4-neutral.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish4-sad.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/fish4-very-sad.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/google-gemini.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/kimi.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/mic-compact.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/mic-download-compact.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/mic-download.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/mic-off-compact.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/mic-off.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/microsoft.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/person-voice-compact.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/person-voice-filled-compact.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/person-voice-filled.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/person-voice.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/voice-mode-download-compact.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/voice-mode-download.svg,Y,,Y,Y
node_modules/@vscode/codicons/src/icons/xai.svg,Y,,Y,Y
node_modules/vscode-regexp-languagedetection/dist/index.js,,Y,Y,Y
node_modules/vsda/rust/web/vsda.d.ts,,Y,Y,Y
node_modules/vsda/rust/web/vsda.js,,Y,Y,Y
node_modules/vsda/rust/web/vsda_bg.wasm,,Y,Y,Y
node_modules/vsda/rust/web/vsda_bg.wasm.d.ts,,Y,Y,Y
out/media/microsoft-dark.svg,Y,,,Y
out/media/microsoft-light.svg,Y,,,Y
out/vs/sessions/contrib/providers/remoteAgentHost/browser/devTunnelsModule.js,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/daniel_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/de_marc_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/es-ES_maria_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/fr_david_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/it_eva_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/ja_aruha_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/kevin_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/ko_jiyon_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/maya_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/pt-BR_gil_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/victoria_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/agentsVoice/browser/media/zh_wuzhi_neutral.mp3,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/artist-beret.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/bamboo-hat.png,Y,,,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/baseball-cap.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/construction-hard-hat.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/cowboy-hat.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/crown.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/dark-sailor-hat.png,Y,,,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/firefighter-helmet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/full-size-spinner-hat.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/grand-top-hat-monocle.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/leaning-party-hat.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/pink-party-hat.png,Y,,,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/propeller-hat.png,Y,,,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/sailor-hat.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/straw-hat.png,Y,,,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/viking-helmet.png,,,Y,
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/white-chef-hat.png,Y,,,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/accessories/wizard-hat.png,Y,,,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-clapping-insiders-tracking-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-clapping-insiders-tracking-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-clapping-stable-tracking-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-clapping-stable-tracking-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-cool-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-cool-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-cool-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-cool-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-dizzy-insiders-128.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-dizzy-insiders-128.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-dizzy-stable-128.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-dizzy-stable-128.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-falling-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-falling-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-falling-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-falling-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-idle-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-idle-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-idle-insiders-tracking-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-idle-insiders-tracking-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-idle-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-idle-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-idle-stable-tracking-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-idle-stable-tracking-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-jump-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-jump-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-jump-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-jump-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-love-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-love-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-love-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-love-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-press-button-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-press-button-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-press-button-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-press-button-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-rendering-insiders-tracking-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-rendering-insiders-tracking-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-rendering-stable-tracking-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-rendering-stable-tracking-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-respawn-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-respawn-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-respawn-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-respawn-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-search-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-search-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-search-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-search-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-sing-insiders-124.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-sing-insiders-124.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-sing-stable-124.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-sing-stable-124.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-sleep-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-sleep-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-sleep-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-sleep-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-speech-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-speech-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-speech-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-speech-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-speechless-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-speechless-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-speechless-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-speechless-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-splat-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-splat-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-splat-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-splat-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-typing-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-typing-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-typing-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-typing-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-waking-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-waking-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-waking-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-waking-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-wall-impact-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-wall-impact-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-worry-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-worry-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-worry-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-worry-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-yapping-insiders-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-yapping-insiders-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-yapping-stable-96.png,Y,,Y,Y
out/vs/workbench/contrib/chat/browser/widget/media/chatPet/buddy-yapping-stable-96.spritesheet.png,Y,,Y,Y
out/vs/workbench/contrib/welcomeGettingStarted/common/media/dark-colorblind.png,Y,,,
out/vs/workbench/contrib/welcomeGettingStarted/common/media/light-colorblind.png,Y,,,
